Month Sr No,GRACE/GRACE-FO record index,YEAR,START DAY,YEAR.1,END DAY,MONTH_APR,MONTH_AUG,MONTH_DEC,MONTH_FEB,MONTH_JAN,MONTH_JUL,MONTH_JUN,MONTH_MAR,MONTH_MAY,MONTH_NOV,MONTH_OCT,MONTH_SEP,COMMON MISSING DAYS_1 to 12,COMMON MISSING DAYS_1 to 3,COMMON MISSING DAYS_1 to 31,COMMON MISSING DAYS_111-121,"COMMON MISSING DAYS_121, 128, 134, 139-151",COMMON MISSING DAYS_122-128,COMMON MISSING DAYS_122-152,COMMON MISSING DAYS_132-151,COMMON MISSING DAYS_14-31,COMMON MISSING DAYS_142-151,COMMON MISSING DAYS_152 to 181,COMMON MISSING DAYS_152-179,COMMON MISSING DAYS_152-181,COMMON MISSING DAYS_176-181,COMMON MISSING DAYS_18-31,COMMON MISSING DAYS_182 to 185,COMMON MISSING DAYS_182-212,COMMON MISSING DAYS_188-193,COMMON MISSING DAYS_19-23,COMMON MISSING DAYS_200-212,COMMON MISSING DAYS_212-213,COMMON MISSING DAYS_213-243,COMMON MISSING DAYS_214-220,"COMMON MISSING DAYS_22, 24, 27, 29",COMMON MISSING DAYS_244-273,COMMON MISSING DAYS_248-274,COMMON MISSING DAYS_270-274,COMMON MISSING DAYS_271-273,COMMON MISSING DAYS_274-294,COMMON MISSING DAYS_274-304,COMMON MISSING DAYS_275-305,COMMON MISSING DAYS_285,COMMON MISSING DAYS_305-334,COMMON MISSING DAYS_306-310,COMMON MISSING DAYS_306-318,COMMON MISSING DAYS_32 to 38,COMMON MISSING DAYS_32-34,COMMON MISSING DAYS_32-59,COMMON MISSING DAYS_330,COMMON MISSING DAYS_335-344,COMMON MISSING DAYS_335-365,COMMON MISSING DAYS_342-343,COMMON MISSING DAYS_343-346,COMMON MISSING DAYS_345-346,COMMON MISSING DAYS_349,COMMON MISSING DAYS_35-59,COMMON MISSING DAYS_358-360,COMMON MISSING DAYS_359-361,COMMON MISSING DAYS_362 to 365,COMMON MISSING DAYS_39-43,COMMON MISSING DAYS_39-51,COMMON MISSING DAYS_58-59,COMMON MISSING DAYS_60-75,COMMON MISSING DAYS_60-90,COMMON MISSING DAYS_73-75,COMMON MISSING DAYS_85,COMMON MISSING DAYS_91-100,"COMMON MISSING DAYS_91-93, 100,101,118",COMMON MISSING DAYS_92-121,COMMON MISSING DAYS_GRACE-FO begins coverage,COMMON MISSING DAYS_No Coverage,CSR unused days_1,CSR unused days_102,CSR unused days_110,CSR unused days_112,"CSR unused days_12, 13, 17",CSR unused days_121-122,CSR unused days_122,"CSR unused days_122, 127, 138",CSR unused days_145-147,"CSR unused days_155, 180",CSR unused days_164,CSR unused days_17,CSR unused days_215,CSR unused days_225,CSR unused days_240,"CSR unused days_26, 30",CSR unused days_264,CSR unused days_270,CSR unused days_271,"CSR unused days_319, 320, 326, 327",CSR unused days_320,"CSR unused days_320, 335, 336",CSR unused days_328,"CSR unused days_336,337,338","CSR unused days_337, 338, 347",CSR unused days_338,"CSR unused days_344, 351","CSR unused days_348-350, 358","CSR unused days_39, 57",CSR unused days_59,CSR unused days_65,CSR unused days_77,"CSR unused days_83,85",CSR unused days_94,GFZ unused days_110,"GFZ unused days_112, 113","GFZ unused days_12, 13, 17","GFZ unused days_127, 138","GFZ unused days_132-134, 146, 147",GFZ unused days_164,GFZ unused days_167,GFZ unused days_172,GFZ unused days_215,GFZ unused days_26,GFZ unused days_271,GFZ unused days_307,"GFZ unused days_319, 326, 327",GFZ unused days_320,"GFZ unused days_33, 34","GFZ unused days_335, 336",GFZ unused days_345,GFZ unused days_348,GFZ unused days_348-350,GFZ unused days_38,"GFZ unused days_53, 55",GFZ unused days_60,GFZ unused days_77,"GFZ unused days_94, 117",JPL unused days_102,JPL unused days_132,JPL unused days_145,JPL unused days_146,JPL unused days_158,JPL unused days_163,"JPL unused days_166, 167, 171, 172","JPL unused days_166, 168-174",JPL unused days_172,JPL unused days_173,JPL unused days_20,JPL unused days_222,JPL unused days_225,JPL unused days_236,JPL unused days_240,JPL unused days_262,JPL unused days_269,JPL unused days_275,JPL unused days_281,JPL unused days_284,JPL unused days_289,"JPL unused days_301, 304",JPL unused days_309,JPL unused days_324,"JPL unused days_345, 365","JPL unused days_347, 348","JPL unused days_352,353, 358",JPL unused days_353,"JPL unused days_39, 51, 52, 57",JPL unused days_41,"JPL unused days_65, 66, 68",JPL unused days_74,JPL unused days_76,"JPL unused days_92, 106","JPL unused days_96, 100, 117",JPL unused days_days used 351 to 15
27,24.0,2004,153,2004,182,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,25.0,2004,183,2004,213,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,26.0,2004,214,2004,244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,27.0,2004,245,2004,274,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,28.0,2004,275,2004,305,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,29.0,2004,306,2004,335,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,30.0,2004,336,2004,366,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,31.0,2005,1,2005,31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,32.0,2005,32,2005,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36,33.0,2005,60,2005,90,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,34.0,2005,91,2005,120,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,35.0,2005,121,2005,151,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,36.0,2005,152,2005,181,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,37.0,2005,182,2005,212,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
